din,brand_name,company_name,active_ingredients,last_update
02224720,LASIX ORAL SOLUTION,SANOFI-AVENTIS CANADA INC,FUROSEMIDE 10 MG,22-MAR-2025
02224755,LASIX SPECIAL,SANOFI-AVENTIS CANADA INC,FUROSEMIDE 500 MG,22-MAR-2025
02224801,RYTHMODAN,CHEPLAPHARM ARZNEIMITTEL GMBH,DISOPYRAMIDE 100 MG,02-JUL-2025
02224860,SOFRAMYCIN NASAL SPRAY,SEARCHLIGHT PHARMA INC,FRAMYCETIN SULFATE 12.5 MG / PHENYLEPHRINE HYDROCHLORIDE 2.5 MG / GRAMICIDIN 0.05 MG,22-MAR-2025
02226383,TEVA-PROCTOSONE,TEVA CANADA LIMITED,FRAMYCETIN SULFATE 1 % / DIBUCAINE HYDROCHLORIDE 0.5 % / ESCULIN 1 % / HYDROCORTISONE (HYDROCORTISONE ACETATE) 0.5 %,22-MAR-2025
02226928,ALLERGENIC EXTRACT - POLLENS,JUBILANT HOLLISTERSTIER LLC,POLLEN 40000 UNIT,02-MAR-2026
02226944,ALLERGENIC EXTRACT - NON-POLLENS,JUBILANT HOLLISTERSTIER LLC,NON POLLEN 500 UNIT,02-MAR-2026
02226995,"AMPICILLIN FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,AMPICILLIN (AMPICILLIN SODIUM) 2 G,22-MAR-2025
02227002,"AMPICILLIN FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,AMPICILLIN (AMPICILLIN SODIUM) 1 G,22-MAR-2025
02227010,"AMPICILLIN FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,AMPICILLIN (AMPICILLIN SODIUM) 500 MG,22-MAR-2025
02227029,"AMPICILLIN FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,AMPICILLIN (AMPICILLIN SODIUM) 250 MG,22-MAR-2025
02228564,GASTROGRAFIN,BRACCO IMAGING CANADA,DIATRIZOATE SODIUM 10 % / DIATRIZOATE MEGLUMINE 66 %,22-MAR-2025
02228602,KINEVAC,BRACCO IMAGING CANADA,SINCALIDE 5 MCG,22-MAR-2025
02226707,"TOLNAFTATE CREAM USP, 1%",TARO PHARMACEUTICALS INC,TOLNAFTATE 1 %,22-MAR-2025
00695459,QUININE - ODAN,ODAN LABORATORIES LTD,QUININE SULFATE 300 MG,22-MAR-2025
00373435,DETTOL,RECKITT BENCKISER (CANADA) INC,CHLOROXYLENOL 4.8 %,19-MAR-2026
00485802,MINERAL OIL,TEVA CANADA LIMITED,MINERAL OIL 100 %,22-MAR-2025
00538493,CALAMINE LOTION WITH ANTIHISTAMINE,TEVA CANADA LIMITED,CALAMINE 8 % / DIPHENHYDRAMINE HYDROCHLORIDE 1 %,22-MAR-2025
00576034,TINACTIN,BAYER INC,TOLNAFTATE 1 %,22-MAR-2025
00576042,TINACTIN POWDER,BAYER INC,TOLNAFTATE 1 %,22-MAR-2025
00576050,TINACTIN AEROSOL POWDER,BAYER INC,TOLNAFTATE 1 %,22-MAR-2025
00653330,OTRIVIN MEDICATED COLD & ALLERGY RELIEF,HALEON CANADA ULC,XYLOMETAZOLINE HYDROCHLORIDE 0.1 %,22-MAR-2025
00704172,HUILE MINERALE LOURDE LIQ 100% USP,LABORATOIRE ATLAS INC,MINERAL OIL 100 %,22-MAR-2025
00790516,PETROLATUM BLANC ONT USP,LABORATOIRE ATLAS INC,WHITE PETROLATUM 100 %,22-MAR-2025
00740861,DRIXORAL DECONGESTANT NASAL SPRAY,BAYER INC,OXYMETAZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
01919245,DR. SCHOLL'S ATHLETE'S FOOT SPRAY POWDER,SCHOLL'S WELLNESS COMPANY,TOLNAFTATE 1 %,22-MAR-2025
01942271,ABSORBINE JR EXTRA STRENGTH LINIMENT,BRIDGES CONSUMER HEALTHCARE LLC,MENTHOL 4.0 % / CHLOROXYLENOL 0.5 %,22-MAR-2025
01929372,LONG LASTING DRISTAN NASAL MIST,"FOUNDATION CONSUMER BRANDS, LLC",OXYMETAZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
01929380,LONG LASTING DRISTAN MENTHOLATED NASAL SPRAY,"FOUNDATION CONSUMER BRANDS, LLC",OXYMETAZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
00609951,BALMINIL EXPECTORANT (SUCROSE FREE),TEVA CANADA LIMITED,GUAIFENESIN 100 MG,22-MAR-2025
01942425,VISINE ORIGINAL,JOHNSON & JOHNSON INC,TETRAHYDROZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
01942301,ABSORBINE JR LINIMENT,BRIDGES CONSUMER HEALTHCARE LLC,MENTHOL 1.25 % / CHLOROXYLENOL 0.5 %,22-MAR-2025
02027798,PEDIATRIX,TEVA CANADA LIMITED,ACETAMINOPHEN 160 MG,22-MAR-2025
02027801,PEDIATRIX DROPS,TEVA CANADA LIMITED,ACETAMINOPHEN 80 MG,22-MAR-2025
02046059,INFANTS' TYLENOL,KENVUE CANADA INC.,ACETAMINOPHEN 80 MG,12-SEP-2025
02074702,EXTRA STRENGTH ASPERCREME CREME RUB 15%,SANOFI CONSUMER HEALTH INC,TROLAMINE SALICYLATE 15 %,22-MAR-2025
02093006,MARCELLE/ OIL FREE MULTI-DÉFENSE LOTION SPF 15 FPS/ FLUIDE MULTI-DÉFENSE SANS HUILE,GROUPE MARCELLE INC,MERADIMATE 4.0 % / OCTINOXATE 7.5 % / ENSULIZOLE 2.0 %,22-MAR-2025
02093014,MARCELLE/MULTI-DEFENSE CREAM/CRÈME MULTI-DÉFENSE/SPF 15 FPS,GROUPE MARCELLE INC,OCTINOXATE 7.5 % / ENSULIZOLE 2.0 % / MERADIMATE 4.0 %,22-MAR-2025
02046040,CHILDREN'S TYLENOL,KENVUE CANADA INC.,ACETAMINOPHEN 160 MG,12-SEP-2025
02097079,PEPTO-BISMOL,PROCTER & GAMBLE INC,BISMUTH SUBSALICYLATE 17.6 MG,22-MAR-2025
02157292,BLISTEX DCT,BLISTEX CORPORATION,OCTINOXATE 7.3 % / MENTHOL 0.6 % / OXYBENZONE 4.5 % / CAMPHOR 0.38 % / PHENOL 0.48 %,22-MAR-2025
02144093,VISINE FOR ALLERGY 3 SYMPTOM RELIEF,JOHNSON & JOHNSON INC,ZINC SULFATE 0.25 % / TETRAHYDROZOLINE HYDROCHLORIDE 0.05 %,22-MAR-2025
02152827,MYOFLEX REGULAR STRENGTH,EXZELL PHARMA INC,TROLAMINE SALICYLATE 10 %,22-MAR-2025
02177994,PEPTO BISMOL CAPLET - 262MG/CAPLET,PROCTER & GAMBLE INC,BISMUTH SUBSALICYLATE 262 MG,22-MAR-2025
00432814,SANDOZ FLUOROMETHOLONE,SANDOZ CANADA INCORPORATED,FLUOROMETHOLONE 0.1 %,22-MAR-2025
02182750,"METHOTREXATE TABLETS, USP",PFIZER CANADA ULC,METHOTREXATE 10 MG,03-NOV-2025
02182777,METHOTREXATE INJECTION USP,PFIZER CANADA ULC,METHOTREXATE (METHOTREXATE SODIUM) 25 MG,22-MAR-2025
02184435,KADIAN,BGP PHARMA ULC,MORPHINE SULFATE 20 MG,18-AUG-2025
02184443,KADIAN,BGP PHARMA ULC,MORPHINE SULFATE 50 MG,18-AUG-2025
02184451,KADIAN,BGP PHARMA ULC,MORPHINE SULFATE 100 MG,18-AUG-2025
02185938,PEPCID AC,KENVUE CANADA INC.,FAMOTIDINE 10 MG,29-DEC-2025
02187094,BREVICON 0.5/35 TABLETS (28-DAY PACK),PFIZER CANADA ULC,NORETHINDRONE .5 MG / ETHINYL ESTRADIOL .035 MG,04-SEP-2025
02187108,SYNPHASIC 21 TABLETS,PFIZER CANADA ULC,ETHINYL ESTRADIOL 0.035 MG / ETHINYL ESTRADIOL 0.035 MG / NORETHINDRONE 1.0 MG / NORETHINDRONE 0.5 MG,24-SEP-2025
02187116,SYNPHASIC 28 TABLETS,PFIZER CANADA ULC,ETHINYL ESTRADIOL 0.035 MG / ETHINYL ESTRADIOL 0.035 MG / NORETHINDRONE 1.0 MG / NORETHINDRONE 0.5 MG,24-SEP-2025
02188783,SYNAREL,PFIZER CANADA ULC,NAFARELIN (NAFARELIN ACETATE) 200 MCG,22-MAR-2025
02188880,BREVIBLOC INJECTION 10MG/ML,BAXTER CORPORATION,ESMOLOL HYDROCHLORIDE 10 MG,22-MAR-2025
02189054,BREVICON 1/35 TABLETS (21-DAY PACK),PFIZER CANADA ULC,ETHINYL ESTRADIOL 0.035 MG / NORETHINDRONE 1 MG,04-SEP-2025
02189062,BREVICON 1/35 TABLETS (28-DAY PACK),PFIZER CANADA ULC,NORETHINDRONE 1 MG / ETHINYL ESTRADIOL 0.035 MG,04-SEP-2025
02189100,PLASBUMIN-5,GRIFOLS THERAPEUTICS LLC,ALBUMIN (HUMAN) 50 MG,22-MAR-2025
02194465,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP,PFIZER CANADA ULC,DOXORUBICIN HYDROCHLORIDE 50 MG,22-MAR-2025
02194473,DOXORUBICIN HYDROCHLORIDE FOR INJECTION USP,PFIZER CANADA ULC,DOXORUBICIN HYDROCHLORIDE 150 MG,22-MAR-2025
02197502,SELECT 1/35 (21-DAY),PFIZER CANADA ULC,NORETHINDRONE 1.0 MG / ETHINYL ESTRADIOL 0.035 MG,23-SEP-2025
02199270,NITOMAN,"BAUSCH HEALTH, CANADA INC.",TETRABENAZINE 25 MG,22-MAR-2025
02199297,SELECT 1/35 (28-DAY),PFIZER CANADA ULC,NORETHINDRONE 1.0 MG / ETHINYL ESTRADIOL 0.035 MG,23-SEP-2025
02200864,CILOXAN,NOVARTIS PHARMACEUTICALS CANADA INC,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 0.3 %,22-MAR-2025
02202581,FEIBA NF,TAKEDA CANADA INC,ANTI-INHIBITOR COAGULANT COMPLEX 1300 UNIT,22-MAR-2025
02204517,TEVA-ACEBUTOLOL,TEVA CANADA LIMITED,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE) 100 MG,22-MAR-2025
02204525,TEVA-ACEBUTOLOL,TEVA CANADA LIMITED,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE) 200 MG,22-MAR-2025
02204533,TEVA-ACEBUTOLOL,TEVA CANADA LIMITED,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE) 400 MG,22-MAR-2025
02204606,PROLASTIN-C,GRIFOLS THERAPEUTICS LLC,ALPHA1-PROTEINASE INHIBITOR (HUMAN) 1000 MG,22-MAR-2025
02206021,IMMUNINE VH,TAKEDA CANADA INC,COAGULATION FACTOR IX (HUMAN) 720 UNIT,22-MAR-2025
02207621,APO-ACYCLOVIR,APOTEX INC,ACYCLOVIR 200 MG,22-MAR-2025
02207648,APO-ACYCLOVIR,APOTEX INC,ACYCLOVIR 400 MG,22-MAR-2025
02207656,APO-ACYCLOVIR,APOTEX INC,ACYCLOVIR 800 MG,22-MAR-2025
02212161,IMITREX DF - TAB 100MG,GLAXOSMITHKLINE INC,SUMATRIPTAN (SUMATRIPTAN SUCCINATE) 100 MG,05-JAN-2026
02212188,IMITREX,GLAXOSMITHKLINE INC,SUMATRIPTAN (SUMATRIPTAN SUCCINATE) 6 MG,05-JAN-2026
02212307,CEFTIN,SANDOZ CANADA INCORPORATED,CEFUROXIME (CEFUROXIME AXETIL) 125 MG,21-OCT-2025
02213451,VENTOLIN I.V. INFUSION SOLUTION 5.0MG SALBUTAMOL IN 5ML (1000MCG/ML),GLAXOSMITHKLINE INC,SALBUTAMOL (SALBUTAMOL SULFATE) 1 MG,22-MAR-2025
02213486,VENTOLIN RESPIRATOR SOLUTION,GLAXOSMITHKLINE INC,SALBUTAMOL (SALBUTAMOL SULFATE) 5 MG,24-SEP-2025
02213826,REVIA,TEVA CANADA LIMITED,NALTREXONE HYDROCHLORIDE 50 MG,22-MAR-2025
02215187,CAVERJECT STERILE POWDER - PWS 23.2MCG/VIAL,PFIZER CANADA ULC,ALPROSTADIL 20 MCG,22-MAR-2025
02216213,MYLAN-CLOBETASOL SCALP APPLICATION,MYLAN PHARMACEUTICALS ULC,CLOBETASOL PROPIONATE 0.05 %,22-MAR-2025
02216221,TEVA-IPRATROPIUM STERINEBS,TEVA CANADA LIMITED,IPRATROPIUM BROMIDE 250 MCG,22-MAR-2025
02216345,SALAGEN,AMDIPHARM LIMITED,PILOCARPINE HYDROCHLORIDE 5 MG,22-MAR-2025
02217082,"ALLERGENIC EXTRACT, STANDARDARDIZED MITE, D. FARINAE",ALK-ABELLO INC,DERMATOPHAGOIDES FARINAE 10000 UNIT,27-JUN-2025
02217104,"ALLERGENIC EXTRACT, STANDARDIZED MITE, D.PTERONYSSINUS",ALK-ABELLO INC,DERMATOPHAGOIDES PTERONYSSINUS 10000 UNIT,27-JUN-2025
02217422,MEPRON,GLAXOSMITHKLINE INC,ATOVAQUONE 750 MG,23-MAR-2026
02217457,STANDARDIZED CAT HAIR AP,JUBILANT HOLLISTERSTIER LLC,STANDARDIZED CAT HAIR ACETONE PRECIPITATED 10000 UNIT,11-JUL-2025
02217481,APO-LISINOPRIL,APOTEX INC,LISINOPRIL 5 MG,22-MAR-2025
02218313,APO-ZOPICLONE,APOTEX INC,ZOPICLONE 7.5 MG,22-MAR-2025
02220075,HYMENOPTERA VENOM PRODUCT - HONEY BEE VENOM (550 MCG),JUBILANT HOLLISTERSTIER LLC,HONEY BEE VENOM PROTEIN 550 MCG,11-JUL-2025
02220083,HYMENOPTERA VENOM PRODUCTS-YELLOW HORNET VENOM PROTEIN (550 MCG),JUBILANT HOLLISTERSTIER LLC,YELLOW HORNET VENOM PROTEIN 550 MCG,11-JUL-2025
02220091,HYMENOPTERA VENOM PRODUCT-WASP VENOM PROTEIN (550 MCG),JUBILANT HOLLISTERSTIER LLC,WASP VENOM PROTEIN 550 MCG,11-JUL-2025
02220105,HYMENOPTERA VENOM PRODUCT-WHITE-FACED HORNET VENOM PROTEIN (550 MCG),JUBILANT HOLLISTERSTIER LLC,WHITE FACED HORNET VENOM PROTEIN 550 MCG,11-JUL-2025
02220113,HYMENOPTERA VENOM PRODUCT - YELLOW JACKET VENOM PROTEIN (550 MCG),JUBILANT HOLLISTERSTIER LLC,YELLOW JACKET VENOM PROTEIN 550 MCG,11-JUL-2025
02220172,LOVASTATIN,AA PHARMA INC,LOVASTATIN 20 MG,15-AUG-2025
02220180,LOVASTATIN,AA PHARMA INC,LOVASTATIN 40 MG,15-AUG-2025
02220644,PRO-CYCLOBENZAPRINE,PRO DOC LIMITEE,CYCLOBENZAPRINE HYDROCHLORIDE 10 MG,13-FEB-2026
02221284,TEVA-MEDROXYPROGESTERONE,TEVA CANADA LIMITED,MEDROXYPROGESTERONE ACETATE 2.5 MG,01-APR-2025
02221292,TEVA-MEDROXYPROGESTERONE,TEVA CANADA LIMITED,MEDROXYPROGESTERONE ACETATE 5 MG,01-APR-2025
02221306,TEVA-MEDROXYPROGESTERONE,TEVA CANADA LIMITED,MEDROXYPROGESTERONE ACETATE 10 MG,01-APR-2025
02221314,HYMENOPTERA VENOM PRODUCT-MIXED VESPID VENOM PROTEIN (1650 MCG),JUBILANT HOLLISTERSTIER LLC,YELLOW HORNET VENOM PROTEIN 550 MCG / YELLOW JACKET VENOM PROTEIN 550 MCG / WHITE FACED HORNET VENOM PROTEIN 550 MCG,11-JUL-2025
02221802,LOPROX,"BAUSCH HEALTH, CANADA INC.",CICLOPIROX OLAMINE 1 %,23-DEC-2025
02221810,LOPROX,"BAUSCH HEALTH, CANADA INC.",CICLOPIROX OLAMINE 1 %,23-DEC-2025
02221829,ALTACE,"BAUSCH HEALTH, CANADA INC.",RAMIPRIL 1.25 MG,22-MAR-2025
02221837,ALTACE,"BAUSCH HEALTH, CANADA INC.",RAMIPRIL 2.5 MG,22-MAR-2025
02221845,ALTACE,"BAUSCH HEALTH, CANADA INC.",RAMIPRIL 5 MG,22-MAR-2025
02221853,ALTACE,"BAUSCH HEALTH, CANADA INC.",RAMIPRIL 10 MG,22-MAR-2025
02221896,TOPICORT,"BAUSCH HEALTH, CANADA INC.",DESOXIMETASONE 0.25 %,23-DEC-2025
02221918,TOPICORT,"BAUSCH HEALTH, CANADA INC.",DESOXIMETASONE 0.05 %,23-DEC-2025
02221926,TOPICORT,"BAUSCH HEALTH, CANADA INC.",DESOXIMETASONE 0.05 %,23-DEC-2025
02221934,TOPICORT,"BAUSCH HEALTH, CANADA INC.",DESOXIMETASONE 0.25 %,23-DEC-2025
02223163,PRO-BUSPIRONE,PRO DOC LIMITEE,BUSPIRONE HYDROCHLORIDE 10 MG,22-MAR-2025
02223376,PMS-OXYBUTYNIN,PHARMASCIENCE INC,OXYBUTYNIN CHLORIDE 5 MG,22-MAR-2025
02223546,REACTINE,KENVUE CANADA INC.,CETIRIZINE HYDROCHLORIDE 5 MG,17-MAR-2026
02223554,REACTINE,KENVUE CANADA INC.,CETIRIZINE HYDROCHLORIDE 10 MG,17-MAR-2026
02223678,APO-INDAPAMIDE 2.5MG TABLETS,APOTEX INC,INDAPAMIDE 2.5 MG,22-MAR-2025
02223694,"ALBUMIN (HUMAN) 5% SOLUTION, USP",GRIFOLS THERAPEUTICS LLC,ALBUMIN (HUMAN) 5 %,22-MAR-2025
02223708,ALBUMIN (HUMAN) 25% SOLUTION USP,GRIFOLS THERAPEUTICS LLC,ALBUMIN (HUMAN) 25 %,22-MAR-2025
02224135,ARIMIDEX,ASTRAZENECA CANADA INC,ANASTROZOLE 1 MG,22-MAR-2025
02225166,SUPREFACT,CHEPLAPHARM ARZNEIMITTEL GMBH,BUSERELIN (BUSERELIN ACETATE) 1 MG,22-MAR-2025
02225182,LOPERAMIDE-2,PRO DOC LIMITEE,LOPERAMIDE HYDROCHLORIDE 2 MG,22-MAR-2025
02225271,BENZAMYCIN,"BAUSCH HEALTH, CANADA INC.",BENZOYL PEROXIDE 5 % / ERYTHROMYCIN 3 %,22-MAR-2025
02225883,PROPRANOLOL HYDROCHLORIDE INJECTION USP,SANDOZ CANADA INCORPORATED,PROPRANOLOL HYDROCHLORIDE 1 MG,22-MAR-2025
02225905,ZOLADEX LA,TERSERA THERAPEUTICS LLC,GOSERELIN (GOSERELIN ACETATE) 10.8 MG,22-MAR-2025
02225689,ACTIVASE RT-PA,HOFFMANN-LA ROCHE LIMITED,ALTEPLASE 50 MG / WATER 50 ML,22-MAR-2025
02227428,SUPRANE,BAXTER CORPORATION,DESFLURANE 100 %,22-MAR-2025
02228351,PMS-LOPERAMIDE - CAPLET 2MG,PHARMASCIENCE INC,LOPERAMIDE HYDROCHLORIDE 2 MG,22-MAR-2025
02228947,MIGRANAL NASAL SPRAY 4MG/ML,STERIMAX INC,DIHYDROERGOTAMINE MESYLATE 0.5 MG,22-MAR-2025
02229013,ISOVUE 200 INJECTION,BRACCO IMAGING CANADA,IOPAMIDOL 41 %,22-MAR-2025
02229021,ISOVUE 300 INJECTION,BRACCO IMAGING CANADA,IOPAMIDOL 61 %,22-MAR-2025
02229048,ISOVUE 370 INJECTION,BRACCO IMAGING CANADA,IOPAMIDOL 76 %,22-MAR-2025
02229056,PROHANCE,BRACCO IMAGING CANADA,GADOTERIDOL 279.3 MG,23-DEC-2025
02229080,APO-KETOROLAC,APOTEX INC,KETOROLAC TROMETHAMINE 10 MG,22-MAR-2025
02229099,PULMICORT NEBUAMP 0.125 MG/ML,ASTRAZENECA CANADA INC,BUDESONIDE 0.125 MG,22-MAR-2025
02229110,FAMVIR,SEARCHLIGHT PHARMA INC,FAMCICLOVIR 125 MG,22-MAR-2025
02229129,FAMVIR,SEARCHLIGHT PHARMA INC,FAMCICLOVIR 250 MG,22-MAR-2025
02229250,ZYPREXA,CHEPLAPHARM REGISTRATION GMBH,OLANZAPINE 2.5 MG,24-MAR-2026
02229269,ZYPREXA,CHEPLAPHARM REGISTRATION GMBH,OLANZAPINE 5 MG,24-MAR-2026
02229277,ZYPREXA,CHEPLAPHARM REGISTRATION GMBH,OLANZAPINE 7.5 MG,16-MAY-2025
02229285,ZYPREXA,CHEPLAPHARM REGISTRATION GMBH,OLANZAPINE 10 MG,16-MAY-2025
02229293,ENTOCORT,TILLOTTS PHARMA GMBH,BUDESONIDE 3 MG,15-JUL-2025
02229315,PDP-DESONIDE,PENDOPHARM DIVISION OF PHARMASCIENCE INC,DESONIDE 0.05 %,22-MAR-2025
02229323,PDP-DESONIDE,PENDOPHARM DIVISION OF PHARMASCIENCE INC,DESONIDE 0.05 %,22-MAR-2025
02035626,OPTIRAY 320 (ULTRAJECT),LIEBEL-FLARSHEIM COMPANY LLC,IOVERSOL 68 %,20-MAR-2026
02068036,SABRIL,LUNDBECK PHARMACEUTICALS LLC,VIGABATRIN 500 MG,28-JAN-2026
02103613,APO-DOMPERIDONE,APOTEX INC,DOMPERIDONE (DOMPERIDONE MALEATE) 10 MG,05-MAY-2025
02125390,HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 30MG,PURDUE PHARMA,HYDROMORPHONE HYDROCHLORIDE 30 MG,22-MAR-2025
02126613,CISPLATIN INJECTION BP,PFIZER CANADA ULC,CISPLATIN 1 MG,22-MAR-2025
02126656,CYTARABINE INJECTION,PFIZER CANADA ULC,CYTARABINE 100 MG,22-MAR-2025
02126680,CARBOPLATIN INJECTION BP,PFIZER CANADA ULC,CARBOPLATIN 10 MG,22-MAR-2025
02131692,BLEOMYCIN FOR INJECTION USP,PFIZER CANADA ULC,BLEOMYCIN (BLEOMYCIN SULFATE) 15 UNIT,22-MAR-2025
02139243,"VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP",FRESENIUS KABI CANADA LTD,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE) 5 G,27-AUG-2025
02141450,20% PROSOL,BAXTER CORPORATION,HISTIDINE 1.18 G / TYROSINE 0.05 G / ARGININE 1.96 G / GLUTAMIC ACID 1.02 G / LEUCINE 1.08 G / ALANINE 2.76 G / VALINE 1.44 G / ISOLEUCINE 1.08 G / GLYCINE 2.06 G / PHENYLALANINE 1 G / SERINE 1.02 G / L-ASPARTIC ACID 0.6 G / DL-METHIONINE 0.76 G / TRYPTOPHAN 0.32 G / THREONINE 0.98 G / LYSINE (LYSINE ACETATE) 1.35 G / PROLINE 1.34 G,22-MAR-2025
02150883,CANESTEN 1 DAY INTERNAL CREAM,BAYER INC,CLOTRIMAZOLE 10 %,22-MAR-2025
01959042,IMOVAX POLIO,SANOFI VACCINES CANADA LTD.,POLIOVIRUS TYPE 2 MEF1 (INACTIVATED) 7 UNIT / POLIOVIRUS TYPE 3 SAUKETT (INACTIVATED) 26 UNIT / POLIOVIRUS TYPE 1 MAHONEY (INACTIVATED) 29 UNIT,22-MAR-2025
02153386,NAPROXEN-NA DF,PRO DOC LIMITEE,NAPROXEN SODIUM 550 MG,12-DEC-2025
02162644,TORADOL IM,ATNAHS PHARMA UK LIMITED,KETOROLAC TROMETHAMINE 10 MG,24-JUL-2025
02170493,LEDERLE LEUCOVORIN,PFIZER CANADA ULC,LEUCOVORIN (LEUCOVORIN CALCIUM) 5 MG,22-MAR-2025
02170698,PMS-METHOTREXATE,PHARMASCIENCE INC,METHOTREXATE (METHOTREXATE DISODIUM) 2.5 MG,22-MAR-2025
02172739,OMNIPAQUE 240,GE HEALTHCARE CANADA INC,IOHEXOL 518 MG,22-MAR-2025
02172747,OMNIPAQUE 300,GE HEALTHCARE CANADA INC,IOHEXOL 647 MG,22-MAR-2025
02172755,OMNIPAQUE 350,GE HEALTHCARE CANADA INC,IOHEXOL 755 MG,22-MAR-2025
02172771,OMNISCAN,GE HEALTHCARE CANADA INC,GADODIAMIDE 287 MG,21-NOV-2025
02175983,PROGRAF,ASTELLAS PHARMA CANADA INC,TACROLIMUS 5 MG,22-JAN-2026
02175991,PROGRAF,ASTELLAS PHARMA CANADA INC,TACROLIMUS 1 MG,22-JAN-2026
02176009,PROGRAF,ASTELLAS PHARMA CANADA INC,TACROLIMUS 5 MG,22-JAN-2026
02181479,INHIBACE PLUS,CHEPLAPHARM ARZNEIMITTEL GMBH,HYDROCHLOROTHIAZIDE 12.5 MG / CILAZAPRIL (CILAZAPRIL MONOHYDRATE) 5 MG,22-MAR-2025
02182882,COZAAR,ORGANON CANADA INC.,LOSARTAN POTASSIUM 100 MG,22-JUL-2025
02182904,PREGNYL,ORGANON CANADA INC.,CHORIONIC GONADOTROPIN 10000 UNIT,20-JAN-2026
02182920,NIZORAL,"KRAMER LABORATORIES, INC",KETOCONAZOLE 2 %,22-MAR-2025
02182947,METHOTREXATE INJECTION USP,PFIZER CANADA ULC,METHOTREXATE (METHOTREXATE SODIUM) 10 MG,22-MAR-2025
02182955,METHOTREXATE INJECTION USP,PFIZER CANADA ULC,METHOTREXATE (METHOTREXATE SODIUM) 25 MG,22-MAR-2025
02182963,APO-METHOTREXATE,APOTEX INC,METHOTREXATE (METHOTREXATE DISODIUM) 2.5 MG,10-OCT-2025
02182971,METHOTREXATE INJECTION USP,PFIZER CANADA ULC,METHOTREXATE (METHOTREXATE SODIUM) 25 MG,22-MAR-2025
02182998,LEUCOVORIN CALCIUM INJECTION USP,PFIZER CANADA ULC,LEUCOVORIN (LEUCOVORIN CALCIUM) 10 MG,22-MAR-2025
02183005,LEUCOVORIN CALCIUM INJECTION USP,PFIZER CANADA ULC,LEUCOVORIN (LEUCOVORIN CALCIUM) 10 MG,22-MAR-2025
02183013,VINCRISTINE SULFATE INJECTION USP,PFIZER CANADA ULC,VINCRISTINE SULFATE 1 MG,22-MAR-2025
02183056,VINBLASTINE SULFATE INJECTION,PFIZER CANADA ULC,VINBLASTINE SULFATE 1 MG,22-MAR-2025
02183080,PENTAMIDINE ISETIONATE FOR INJECTION BP,PFIZER CANADA ULC,PENTAMIDINE ISETIONATE 300 MG,22-MAR-2025
00815527,ALMAGEL PLUS SUS,LABORATOIRE ATLAS INC,MAGNESIUM HYDROXIDE 200 MG / DIMETHICONE 25 MG / ALUMINUM HYDROXIDE 200 MG,22-MAR-2025
00886432,PROCHLORAZINE,AA PHARMA INC,PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE) 10 MG,06-JAN-2026
00886440,PROCHLORAZINE,AA PHARMA INC,PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE) 5 MG,06-JAN-2026
01901532,STUD 100,POUND INTERNATIONAL LTD.,LIDOCAINE 9.6 %,22-MAR-2025
01906801,HELIUM-OXYGEN MIX GAS,PRAXAIR CANADA INC,OXYGEN 50 % / HELIUM 50 %,22-MAR-2025
00884359,ZOCOR,ORGANON CANADA INC.,SIMVASTATIN 40 MG,22-MAR-2025
01900978,REACTINE 20 MG TABLET,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,CETIRIZINE HYDROCHLORIDE 20 MG,22-MAR-2025
01908286,IMOVAX RABIES,SANOFI VACCINES CANADA LTD.,INACTIVATED RABIES VIRUS (PM/WI38 1503-3M) 2.5 UNIT,22-MAR-2025
02229378,CLOTRIMAZOLE VAGINAL 6,TARO PHARMACEUTICALS INC,CLOTRIMAZOLE 1 %,06-JAN-2026
02229379,CLOTRIMAZOLE VAGINAL 3,TARO PHARMACEUTICALS INC,CLOTRIMAZOLE 2 %,06-JAN-2026
02229380,CLOTRIMAZOLE TOPICAL,TARO PHARMACEUTICALS INC,CLOTRIMAZOLE 1 %,22-MAR-2025
02229411,NAROPIN,ASPEN PHARMACARE CANADA INC.,ROPIVACAINE HYDROCHLORIDE 2 MG,21-OCT-2025
02229415,NAROPIN,ASPEN PHARMACARE CANADA INC.,ROPIVACAINE HYDROCHLORIDE 5 MG,21-OCT-2025
02229418,NAROPIN,ASPEN PHARMACARE CANADA INC.,ROPIVACAINE HYDROCHLORIDE 10 MG,21-OCT-2025
